year,cuenta,entidad,cop,entity_code,sector_code,indice,cop_def
2018,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DE ORGANIZACIONES SOLIDARIAS,14864640000.0,3612,36,96.92,15337020222.864218
2018,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DEL SERVICIO PÚBLICO DE EMPLEO,10256640000.0,3613,36,96.92,10582583574.081717
2018,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DEL SERVICIO PÚBLICO DE EMPLEO,17078464000.0,3613,36,96.92,17621196863.392487
2018,FUNCIONAMIENTO,MINISTERIO DEL INTERIOR,395617927487.0,3701,37,96.92,408190185190.879
2018,INVERSION,MINISTERIO DEL INTERIOR,66184117888.0,3701,37,96.92,68287368848.53487
2018,FUNCIONAMIENTO,DIRECCIÓN NACIONAL DEL DERECHO DE AUTOR,3651633550.0,3703,37,96.92,3767678033.4296327
2018,INVERSION,DIRECCIÓN NACIONAL DEL DERECHO DE AUTOR,475000000.0,3703,37,96.92,490094923.6483697
2018,FUNCIONAMIENTO,CORPORACIÓN NACIONAL PARA LA RECONSTRUCCIÓN DE LA CUENCA DEL RÍO PÁEZ Y ZONAS ALEDAÑAS NASA KI WE,2881487157.0,3704,37,96.92,2973057322.5340486
2018,INVERSION,CORPORACIÓN NACIONAL PARA LA RECONSTRUCCIÓN DE LA CUENCA DEL RÍO PÁEZ Y ZONAS ALEDAÑAS NASA KI WE,10400000000.0,3704,37,96.92,10730499380.932728
2018,FUNCIONAMIENTO,UNIDAD NACIONAL DE PROTECCIÓN - UNP,547743000000.0,3708,37,96.92,565149607924.061
2018,INVERSION,UNIDAD NACIONAL DE PROTECCIÓN - UNP,2000000000.0,3708,37,96.92,2063557573.2562938
2018,FUNCIONAMIENTO,DIRECCIÓN NACIONAL DE BOMBEROS,4559000000.0,3709,37,96.92,4703879488.237721
2018,INVERSION,DIRECCIÓN NACIONAL DE BOMBEROS,38417000000.0,3709,37,96.92,39637845645.89352
2018,FUNCIONAMIENTO,COMISIÓN NACIONAL DEL SERVICIO CIVIL,18687046204.0,3801,38,96.92,19280897858.027237
2018,INVERSION,COMISIÓN NACIONAL DEL SERVICIO CIVIL,54970340137.0,3801,38,96.92,56717230847.09038
2018,FUNCIONAMIENTO,"MINISTERIO DE CIENCIA, TECNOLOGÍA E INNOVACIÓN",23522041800.0,3901,39,96.92,24269543747.42055
2018,INVERSION,"MINISTERIO DE CIENCIA, TECNOLOGÍA E INNOVACIÓN",314078000000.0,3901,39,96.92,324059017746.5951
2018,FUNCIONAMIENTO,"MINISTERIO DE VIVIENDA, CIUDAD Y TERRITORIO",1963532449558.0,4001,40,96.92,2025931128309.9463
2018,INVERSION,"MINISTERIO DE VIVIENDA, CIUDAD Y TERRITORIO",450287428592.0,4001,40,96.92,464597016706.5621
2018,FUNCIONAMIENTO,FONDO NACIONAL DE VIVIENDA - FONVIVIENDA,2163000000.0,4002,40,96.92,2231737515.4766817
2018,INVERSION,FONDO NACIONAL DE VIVIENDA - FONVIVIENDA,1410927987994.0,4002,40,96.92,1455765567472.1418
2018,FUNCIONAMIENTO,DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL,141175911342.0,4101,41,96.92,145662310505.5716
2018,INVERSION,DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL,2918939561822.0,4101,41,96.92,3011699919337.5977
2018,FUNCIONAMIENTO,UNIDAD DE ATENCIÓN Y REPARACIÓN INTEGRAL A LAS VÍCTIMAS,696817224705.0,4104,41,96.92,718961230607.7177
2018,INVERSION,UNIDAD DE ATENCIÓN Y REPARACIÓN INTEGRAL A LAS VÍCTIMAS,1193788967516.0,4104,41,96.92,1231726132393.7268
2018,FUNCIONAMIENTO,CENTRO DE MEMORIA HISTÓRICA,12263689697.0,4105,41,96.92,12653414875.154766
2018,INVERSION,CENTRO DE MEMORIA HISTÓRICA,65478693546.0,4105,41,96.92,67559526976.88815
2018,FUNCIONAMIENTO,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),594662255312.0,4106,41,96.92,613559900239.3727
2018,INVERSION,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),5634845838016.0,4106,41,96.92,5813914401584.812
2018,FUNCIONAMIENTO,DEPARTAMENTO ADMINISTRATIVO DIRECCIÓN NACIONAL DE INTELIGENCIA,86770000000.0,4201,42,96.92,89527445315.7243
2018,INVERSION,DEPARTAMENTO ADMINISTRATIVO DIRECCIÓN NACIONAL DE INTELIGENCIA,7038200000.0,4201,42,96.92,7261865456.046224
2018,FUNCIONAMIENTO,MINISTERIO DEL DEPORTE,37547814726.0,4301,43,96.92,38741038718.53075
2018,INVERSION,MINISTERIO DEL DEPORTE,513085000000.0,4301,43,96.92,529390218737.1027
2019,FUNCIONAMIENTO,CONGRESO DE LA REPÚBLICA,516247000000.0,101,1,100.0,516247000000.0
2019,INVERSION,CONGRESO DE LA REPÚBLICA,90000000000.0,101,1,100.0,90000000000.0
2019,FUNCIONAMIENTO,PRESIDENCIA DE LA REPÚBLICA,168625000000.0,201,2,100.0,168625000000.0
2019,INVERSION,PRESIDENCIA DE LA REPÚBLICA,38448647214.0,201,2,100.0,38448647214.0
2019,FUNCIONAMIENTO,"AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA",28415000000.0,209,2,100.0,28415000000.0
2019,INVERSION,"AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA",95759095538.0,209,2,100.0,95759095538.0
2019,FUNCIONAMIENTO,UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES,56324000000.0,211,2,100.0,56324000000.0
2019,INVERSION,UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES,70896432618.0,211,2,100.0,70896432618.0
2019,FUNCIONAMIENTO,AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN - ARN,138267249585.0,212,2,100.0,138267249585.0
2019,INVERSION,AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN - ARN,1324509697.0,212,2,100.0,1324509697.0
2019,FUNCIONAMIENTO,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,4968392555.0,213,2,100.0,4968392555.0
2019,INVERSION,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,5945000000.0,213,2,100.0,5945000000.0
2019,FUNCIONAMIENTO,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE PLANEACIÓN,70064637000.0,301,3,100.0,70064637000.0
2019,INVERSION,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE PLANEACIÓN,290197833546.0,301,3,100.0,290197833546.0
2019,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE,9280000000.0,303,3,100.0,9280000000.0
2019,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE,14000000000.0,303,3,100.0,14000000000.0
2019,FUNCIONAMIENTO,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,118935174232.0,324,3,100.0,118935174232.0
2019,INVERSION,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,24379584312.0,324,3,100.0,24379584312.0
2019,FUNCIONAMIENTO,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),94562000000.0,401,4,100.0,94562000000.0
2019,INVERSION,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),115238768066.0,401,4,100.0,115238768066.0
2019,FUNCIONAMIENTO,FONDO ROTATORIO DEL DANE,369000000.0,402,4,100.0,369000000.0
2019,INVERSION,FONDO ROTATORIO DEL DANE,3686000000.0,402,4,100.0,3686000000.0
2019,FUNCIONAMIENTO,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI - IGAC,59570000000.0,403,4,100.0,59570000000.0
2019,INVERSION,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI - IGAC,91191834862.0,403,4,100.0,91191834862.0
2019,FUNCIONAMIENTO,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,19894000000.0,501,5,100.0,19894000000.0
2019,INVERSION,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,8928508438.0,501,5,100.0,8928508438.0
2019,FUNCIONAMIENTO,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,51652050488.0,503,5,100.0,51652050488.0
2019,INVERSION,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,313814100000.0,503,5,100.0,313814100000.0
2019,FUNCIONAMIENTO,MINISTERIO DE RELACIONES EXTERIORES,404092000000.0,1101,11,100.0,404092000000.0
2019,FUNCIONAMIENTO,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,440009000000.0,1102,11,100.0,440009000000.0
2019,INVERSION,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,17092967539.0,1102,11,100.0,17092967539.0
2019,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,106709000000.0,1104,11,100.0,106709000000.0
2019,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,40433154593.0,1104,11,100.0,40433154593.0
2019,FUNCIONAMIENTO,MINISTERIO DE JUSTICIA Y DEL DERECHO,80109537364.0,1201,12,100.0,80109537364.0
2019,INVERSION,MINISTERIO DE JUSTICIA Y DEL DERECHO,29756526113.0,1201,12,100.0,29756526113.0
2019,FUNCIONAMIENTO,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,283871350756.0,1204,12,100.0,283871350756.0
2019,INVERSION,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,73085000000.0,1204,12,100.0,73085000000.0
2019,FUNCIONAMIENTO,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,1149857630574.0,1208,12,100.0,1149857630574.0
2019,INVERSION,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,2697052230.0,1208,12,100.0,2697052230.0
2019,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,48881590604.0,1210,12,100.0,48881590604.0
2019,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,5697664909.0,1210,12,100.0,5697664909.0
2019,FUNCIONAMIENTO,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,718201219962.0,1211,12,100.0,718201219962.0
2019,INVERSION,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,317131500000.0,1211,12,100.0,317131500000.0
2019,FUNCIONAMIENTO,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,10114058296289.0,1301,13,100.0,10114058296289.0
2019,INVERSION,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,2461897519278.0,1301,13,100.0,2461897519278.0
2019,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,13285000000.0,1308,13,100.0,13285000000.0
2019,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,9316000000.0,1308,13,100.0,9316000000.0
2019,FUNCIONAMIENTO,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,16080000000.0,1309,13,100.0,16080000000.0
2019,INVERSION,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,18484000000.0,1309,13,100.0,18484000000.0
2019,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,1358206000000.0,1310,13,100.0,1358206000000.0
2019,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,203779062008.0,1310,13,100.0,203779062008.0
2019,FUNCIONAMIENTO,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO,9508000000.0,1312,13,100.0,9508000000.0
2019,INVERSION,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO,1213072000.0,1312,13,100.0,1213072000.0
2019,FUNCIONAMIENTO,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,203914000000.0,1313,13,100.0,203914000000.0
2019,INVERSION,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,19436000000.0,1313,13,100.0,19436000000.0
2019,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP),185099232294.0,1314,13,100.0,185099232294.0
2019,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP),6634041074.0,1314,13,100.0,6634041074.0
2019,FUNCIONAMIENTO,FONDO ADAPTACIÓN,27674478118.0,1315,13,100.0,27674478118.0
2019,INVERSION,FONDO ADAPTACIÓN,1290000000000.0,1315,13,100.0,1290000000000.0
2019,DEUDA,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,51312268915419.0,1401,14,100.0,51312268915419.0
2019,FUNCIONAMIENTO,MINISTERIO DE DEFENSA NACIONAL,13760345300715.0,1501,15,100.0,13760345300715.0
2019,INVERSION,MINISTERIO DE DEFENSA NACIONAL,1052984506979.0,1501,15,100.0,1052984506979.0
2019,FUNCIONAMIENTO,CAJA DE RETIRO DE LAS FUERZAS MILITARES,3306603127022.0,1503,15,100.0,3306603127022.0
2019,INVERSION,CAJA DE RETIRO DE LAS FUERZAS MILITARES,6651641000.0,1503,15,100.0,6651641000.0
2019,FUNCIONAMIENTO,INSTITUTO CASAS FISCALES DEL EJÉRCITO,20649000000.0,1507,15,100.0,20649000000.0
2019,INVERSION,INSTITUTO CASAS FISCALES DEL EJÉRCITO,14075000000.0,1507,15,100.0,14075000000.0
2019,FUNCIONAMIENTO,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEÓN VALENCIA",33494000000.0,1508,15,100.0,33494000000.0
2019,INVERSION,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEÓN VALENCIA",3380000000.0,1508,15,100.0,3380000000.0
2019,FUNCIONAMIENTO,CLUB MILITAR DE OFICIALES,51638612655.0,1510,15,100.0,51638612655.0
2019,FUNCIONAMIENTO,CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL,3153607504878.0,1511,15,100.0,3153607504878.0
2019,INVERSION,CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL,13979650000.0,1511,15,100.0,13979650000.0
2019,FUNCIONAMIENTO,FONDO ROTATORIO DE LA POLICÍA,338642427839.0,1512,15,100.0,338642427839.0
2019,INVERSION,FONDO ROTATORIO DE LA POLICÍA,4500000000.0,1512,15,100.0,4500000000.0
2019,FUNCIONAMIENTO,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,20179000000.0,1516,15,100.0,20179000000.0
2019,INVERSION,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,11500000000.0,1516,15,100.0,11500000000.0
2019,FUNCIONAMIENTO,HOSPITAL MILITAR,401831012001.0,1519,15,100.0,401831012001.0
2019,INVERSION,HOSPITAL MILITAR,28170000000.0,1519,15,100.0,28170000000.0
2019,FUNCIONAMIENTO,AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES,559539024085.0,1520,15,100.0,559539024085.0
2019,INVERSION,AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES,5350000000.0,1520,15,100.0,5350000000.0
2019,FUNCIONAMIENTO,POLICÍA NACIONAL,9903734000000.0,1601,16,100.0,9903734000000.0
2019,INVERSION,POLICÍA NACIONAL,248092800000.0,1601,16,100.0,248092800000.0
2019,FUNCIONAMIENTO,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,341920342882.0,1701,17,100.0,341920342882.0
2019,INVERSION,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,742721370702.0,1701,17,100.0,742721370702.0
2019,FUNCIONAMIENTO,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),115061319605.0,1702,17,100.0,115061319605.0
2019,INVERSION,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),220339781104.0,1702,17,100.0,220339781104.0
2019,FUNCIONAMIENTO,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,12496365829.0,1715,17,100.0,12496365829.0
2019,INVERSION,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,53712382069.0,1715,17,100.0,53712382069.0
2019,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN DE RESTITUCIÓN DE TIERRAS DESPOJADAS,52073688859.0,1716,17,100.0,52073688859.0
2019,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN DE RESTITUCIÓN DE TIERRAS DESPOJADAS,196006673524.0,1716,17,100.0,196006673524.0
2019,FUNCIONAMIENTO,AGENCIA NACIONAL DE TIERRAS - ANT,21967133158.0,1717,17,100.0,21967133158.0
2019,DEUDA,AGENCIA NACIONAL DE TIERRAS - ANT,98141007.0,1717,17,100.0,98141007.0
2019,INVERSION,AGENCIA NACIONAL DE TIERRAS - ANT,316424294330.0,1717,17,100.0,316424294330.0
2019,FUNCIONAMIENTO,AGENCIA DE DESARROLLO RURAL - ADR,21993510913.0,1718,17,100.0,21993510913.0
2019,INVERSION,AGENCIA DE DESARROLLO RURAL - ADR,248857975094.0,1718,17,100.0,248857975094.0
2019,FUNCIONAMIENTO,AGENCIA DE RENOVACIÓN DEL TERRITORIO - ART,47472083624.0,1719,17,100.0,47472083624.0
2019,INVERSION,AGENCIA DE RENOVACIÓN DEL TERRITORIO - ART,66595114310.0,1719,17,100.0,66595114310.0
2019,FUNCIONAMIENTO,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,30583108406007.0,1901,19,100.0,30583108406007.0
2019,INVERSION,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,505676708196.0,1901,19,100.0,505676708196.0
2019,FUNCIONAMIENTO,INSTITUTO NACIONAL DE SALUD (INS),36118398072.0,1903,19,100.0,36118398072.0
2019,INVERSION,INSTITUTO NACIONAL DE SALUD (INS),27315578546.0,1903,19,100.0,27315578546.0
2019,FUNCIONAMIENTO,SUPERINTENDENCIA NACIONAL DE SALUD,89317402161.0,1910,19,100.0,89317402161.0
2019,INVERSION,SUPERINTENDENCIA NACIONAL DE SALUD,65056354393.0,1910,19,100.0,65056354393.0
2019,FUNCIONAMIENTO,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,123427727860.0,1912,19,100.0,123427727860.0
2019,INVERSION,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,59515000000.0,1912,19,100.0,59515000000.0
2019,FUNCIONAMIENTO,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO ,288727908867.0,1913,19,100.0,288727908867.0
2019,INVERSION,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO ,400000000.0,1913,19,100.0,400000000.0
2019,FUNCIONAMIENTO,FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA ,521938714574.0,1914,19,100.0,521938714574.0
2019,INVERSION,FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA ,3200000000.0,1914,19,100.0,3200000000.0
2019,FUNCIONAMIENTO,MINISTERIO DE MINAS Y ENERGÍA,102474640300.0,2101,21,100.0,102474640300.0
2019,INVERSION,MINISTERIO DE MINAS Y ENERGÍA,3648645209054.0,2101,21,100.0,3648645209054.0
2019,FUNCIONAMIENTO,SERVICIO GEOLÓGICO COLOMBIANO,52882364000.0,2103,21,100.0,52882364000.0
2019,INVERSION,SERVICIO GEOLÓGICO COLOMBIANO,30024895570.0,2103,21,100.0,30024895570.0
2019,FUNCIONAMIENTO,UNIDAD DE PLANEACIÓN MINERO ENERGÉTICA - UPME,15701216000.0,2109,21,100.0,15701216000.0
2019,INVERSION,UNIDAD DE PLANEACIÓN MINERO ENERGÉTICA - UPME,20469934840.0,2109,21,100.0,20469934840.0
2019,FUNCIONAMIENTO,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS - IPSE,34835744318.0,2110,21,100.0,34835744318.0
2019,INVERSION,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS - IPSE,43524444000.0,2110,21,100.0,43524444000.0
2019,FUNCIONAMIENTO,AGENCIA NACIONAL DE HIDROCARBUROS - ANH,405105574000.0,2111,21,100.0,405105574000.0
2019,INVERSION,AGENCIA NACIONAL DE HIDROCARBUROS - ANH,264400817108.0,2111,21,100.0,264400817108.0
2019,FUNCIONAMIENTO,AGENCIA NACIONAL DE MINERÍA - ANM,98204093000.0,2112,21,100.0,98204093000.0
2019,INVERSION,AGENCIA NACIONAL DE MINERÍA - ANM,30886113489.0,2112,21,100.0,30886113489.0
2019,FUNCIONAMIENTO,MINISTERIO DE EDUCACIÓN NACIONAL,37194139182370.0,2201,22,100.0,37194139182370.0
2019,INVERSION,MINISTERIO DE EDUCACIÓN NACIONAL,4194409440940.0,2201,22,100.0,4194409440940.0
2019,FUNCIONAMIENTO,INSTITUTO NACIONAL PARA SORDOS (INSOR),5092057000.0,2209,22,100.0,5092057000.0
2019,INVERSION,INSTITUTO NACIONAL PARA SORDOS (INSOR),4032904000.0,2209,22,100.0,4032904000.0
2019,FUNCIONAMIENTO,INSTITUTO NACIONAL PARA CIEGOS (INCI),5453053000.0,2210,22,100.0,5453053000.0
2019,INVERSION,INSTITUTO NACIONAL PARA CIEGOS (INCI),2290958589.0,2210,22,100.0,2290958589.0
2019,FUNCIONAMIENTO,ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL,20959533642.0,2234,22,100.0,20959533642.0
2019,INVERSION,ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL,7364158701.0,2234,22,100.0,7364158701.0
2019,FUNCIONAMIENTO,INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE SAN ANDRÉS Y PROVIDENCIA,3420700000.0,2238,22,100.0,3420700000.0
2019,INVERSION,INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE SAN ANDRÉS Y PROVIDENCIA,2881135334.0,2238,22,100.0,2881135334.0
2019,FUNCIONAMIENTO,INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE SAN JUAN DEL CESAR,5004400000.0,2239,22,100.0,5004400000.0
2019,INVERSION,INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE SAN JUAN DEL CESAR,3174336769.0,2239,22,100.0,3174336769.0
2019,FUNCIONAMIENTO,INSTITUTO TOLIMENSE DE FORMACIÓN TÉCNICA PROFESIONAL,14761264794.0,2241,22,100.0,14761264794.0
2019,INVERSION,INSTITUTO TOLIMENSE DE FORMACIÓN TÉCNICA PROFESIONAL,1317852208.0,2241,22,100.0,1317852208.0
2019,FUNCIONAMIENTO,"INSTITUTO TÉCNICO NACIONAL DE COMERCIO ""SIMÓN RODRÍGUEZ"" DE CALI",6494900000.0,2242,22,100.0,6494900000.0
2019,INVERSION,"INSTITUTO TÉCNICO NACIONAL DE COMERCIO ""SIMÓN RODRÍGUEZ"" DE CALI",1110000000.0,2242,22,100.0,1110000000.0
2019,FUNCIONAMIENTO,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,66948496183.0,2301,23,100.0,66948496183.0
2019,INVERSION,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,17556000000.0,2301,23,100.0,17556000000.0
2019,FUNCIONAMIENTO,FONDO ÚNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,424199002945.0,2306,23,100.0,424199002945.0
2019,INVERSION,FONDO ÚNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,843020916998.0,2306,23,100.0,843020916998.0
2019,FUNCIONAMIENTO,AGENCIA NACIONAL DEL ESPECTRO - ANE,13997000000.0,2309,23,100.0,13997000000.0
2019,INVERSION,AGENCIA NACIONAL DEL ESPECTRO - ANE,14660000000.0,2309,23,100.0,14660000000.0
2019,FUNCIONAMIENTO,AUTORIDAD NACIONAL DE TELEVISIÓN ANTV,19061650836.0,2310,23,100.0,19061650836.0
2019,INVERSION,AUTORIDAD NACIONAL DE TELEVISIÓN ANTV,277019059000.0,2310,23,100.0,277019059000.0
2019,FUNCIONAMIENTO,COMPUTADORES PARA EDUCAR (CPE),17183419480.0,2311,23,100.0,17183419480.0
2019,INVERSION,COMPUTADORES PARA EDUCAR (CPE),35976600020.0,2311,23,100.0,35976600020.0
2019,FUNCIONAMIENTO,MINISTERIO DE TRANSPORTE,73265640374.0,2401,24,100.0,73265640374.0
2019,DEUDA,MINISTERIO DE TRANSPORTE,3420000000.0,2401,24,100.0,3420000000.0
2019,INVERSION,MINISTERIO DE TRANSPORTE,112308002961.0,2401,24,100.0,112308002961.0
2019,FUNCIONAMIENTO,INSTITUTO NACIONAL DE VÍAS,243444513937.0,2402,24,100.0,243444513937.0
2019,DEUDA,INSTITUTO NACIONAL DE VÍAS,9426722619.0,2402,24,100.0,9426722619.0
2019,INVERSION,INSTITUTO NACIONAL DE VÍAS,3491773460410.0,2402,24,100.0,3491773460410.0
2019,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONÁUTICA CIVIL,608458790543.0,2412,24,100.0,608458790543.0
2019,DEUDA,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONÁUTICA CIVIL,1316000000.0,2412,24,100.0,1316000000.0
2019,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONÁUTICA CIVIL,900715000000.0,2412,24,100.0,900715000000.0
2019,FUNCIONAMIENTO,AGENCIA NACIONAL DE INFRAESTRUCTURA,74780665239.0,2413,24,100.0,74780665239.0
2019,DEUDA,AGENCIA NACIONAL DE INFRAESTRUCTURA,608283882399.0,2413,24,100.0,608283882399.0
2019,INVERSION,AGENCIA NACIONAL DE INFRAESTRUCTURA,2418788028507.0,2413,24,100.0,2418788028507.0
2019,FUNCIONAMIENTO,UNIDAD DE PLANEACIÓN DEL SECTOR DE INFRAESTRUCTURA DE TRANSPORTE,2360992501.0,2414,24,100.0,2360992501.0
2019,FUNCIONAMIENTO,COMISIÓN DE REGULACIÓN DE INFRAESTRUCTURA Y TRANSPORTE,2360992501.0,2415,24,100.0,2360992501.0
2019,FUNCIONAMIENTO,AGENCIA NACIONAL DE SEGURIDAD VIAL,18667920121.0,2416,24,100.0,18667920121.0
2019,INVERSION,AGENCIA NACIONAL DE SEGURIDAD VIAL,143936000000.0,2416,24,100.0,143936000000.0
